--------------------------------------------------
-- Xero Detailed Dump Output (Sequential)
--------------------------------------------------
-- Game: ⚔️Build to Defend Loot
-- PlaceId: 96280251181127
-- JobId: c5acaac8-4187-4d97-876d-1c8c0430751f
-- Time: 2026-09-13 23:06:55
--------------------------------------------------
-- [Service]: Workspace
Workspace [Workspace] -- [Model] | FullPath: Workspace | Props: {PrimaryPart=None, ChildrenCount=25} | Attrs: {KM_IVF_GLOBAL_SAFE=0, 0, 0, KM_IVF_Y_AXIS_P=240, KM_IVF_X_AXIS_N=0, KM_IVF_Z_AXIS_P=0, KM_IVF_Z_AXIS_N=0, KM_IVF_Y_AXIS_N=-6, KM_IVF_X_AXIS_P=0}
 Camera [Camera] -- [Camera] | FullPath: Workspace.Camera | Attrs: {SHAKE_OFFSET=0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, SHAKE_SIZE=0}
  AudioListener [AudioListener] -- [AudioListener] | FullPath: Workspace.Camera.AudioListener
   Wire [Wire] -- [Wire] | FullPath: Workspace.Camera.AudioListener.Wire
  Folder [Folder] -- [Folder] | FullPath: Workspace.Camera.Folder
 CollectCoin [Sound] -- [Sound] | FullPath: Workspace.CollectCoin
 Gameplay [Folder] -- [Folder] | FullPath: Workspace.Gameplay
  ConveyorDestroyer [Part] -- [Part] | FullPath: Workspace.Gameplay.ConveyorDestroyer | Props: {Position=(-30.50, 0.50, 253.50), Size=(18.00, 16.00, 2.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
       Icon [ImageLabel] -- [ImageLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon | Props: {Visible=true, AbsoluteSize=(57.0, 57.0)}
        UICorner [UICorner] -- [UICorner] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UICorner
        UIAspectRatioConstraint [UIAspectRatioConstraint] -- [UIAspectRatioConstraint] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Icon.UIAspectRatioConstraint
       Rank [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Rank | Props: {Visible=true, AbsoluteSize=(49.8, 63.4)}
       Username [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Username | Props: {Visible=true, AbsoluteSize=(426.9, 63.4)}
       Value [TextLabel] -- [TextLabel] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE.Value | Props: {Visible=true, AbsoluteSize=(177.9, 63.4)}
      _TEMPLATE [Frame] -- [Frame] | FullPath: Workspace.Map.GuaranteedSpawnSign.stealsPart.LeaderboardSurface.ScrollingFrame._TEMPLATE | Props: {Visible=true, AbsoluteSize=(711.5, 63.4)}
